id,name
75394,Terence Donovan
1083951,Veronica Lang
17289,Rodrigo Santoro
1900392,Stefan Ackermann
150536,Barry Otto
76182,Nicholas Eadie
6818,Werner Herzog
76788,Dev Patel
108916,Rooney Mara
1371,David Wenham
113552,Briony Behets
1242514,James Smillie
1246450,Bartholomew John
1747292,Robert Board
106179,Anthony Franciosa
82315,Jean Harlow
11492,Clark Gable
1916574,Caitlin Doughty
5168,Gabriel Byrne
71531,Deepak Chopra
1383964,Thích Nhất Hạnh
1867979,Sister Chân Không
5682,Anouk Aimée
44556,Richard Anconina
20234,Fanny Ardant
15762,Tara Strong
1160,Michelle Pfeiffer
40159,Keith Michell
58414,Dina Merrill
518,Danny DeVito
4,Carrie Fisher
6541,Philip Bosco
157359,Jane Connell
1729824,Randy Doney
1392152,Dan Levy
26510,Eugene Levy
11514,Catherine O'Hara
61303,Dick Van Dyke
65534,Andreas Deja
21104,Glenne Headly
80866,Nell Carter
40063,Lea DeLaria
537064,Perry Como
109887,Caroll Spinney
8515,Jane Darwell
5829,Karen Dotrice
1041410,Charmian Carr
22384,John Amos
105637,Morey Amsterdam
1201,Garry Marshall
6613,Minnie Driver
57133,Paulo Costanzo
18461,Nick Chinlund
1216139,Michael Raynor
57389,Justin Pierce
237405,Lady Gaga
66776,Liza Minnelli
1795453,Amanda Balen
4720,Kanye West
1610514,Tina Knowles
197315,Drake
15761,Grey DeLisle
200624,Michelle Williams
104779,Nas
81129,Chris Martin
9030,Thandiwe Newton
2178,Forest Whitaker
47775,Marc Anthony
1468396,Young Guru
1468397,Jay Electronica
1060565,Marina Abramović
41039,Judd Apatow
66586,Mariah Carey
105881,Da Brat
1776464,Stretch Armstrong
4244,Lauryn Hill
4238,Common
72208,Alicia Keys
95494,Q-Tip
94158,R. Kelly
31647,Garcelle Beauvais
16303,Céline Dion
85930,John Mayer
90388,Steve Jordan
90389,Pino Palladino
108661,Chester Bennington
214830,Mike Shinoda
1070445,Brad Delson
154782,Pat Benatar
154783,Neil Giraldo
174875,Carly Simon
2503684,Abdullah bin Abdulaziz Al Saud
107379,LeBron James
55638,Kevin Hart
66620,Angela Merkel
3089883,Gabby Giffords
1608713,Mark Kelly
13309,Oprah Winfrey
964843,Michelle Obama
4322819,Jackson Rowell
4322822,Davis McLaughlin
1068409,Frank Marshall Davis
1068410,Ann Dunham
1068411,Stanley Dunham
35705,Regina Hall
143242,Terrence Jenkins
149923,Lester Brown
1063969,Yvo de Boer
1063970,Paul R. Ehrlich
1101345,Avicii
89056,David Guetta
74090,Tiësto
3451053,Natalya Sindeeva
3527796,Aleksandr Vinokurov
1745467,Vera Krichevskaya
1173480,François Hollande
1348088,Laurent Delahousse
1977908,Claire Chazal
2169865,Birgitta Assheuer
2920376,Îlham Ahmed
2920377,Zaher al-Saket
